Protein,Actin filaments,Cell Junctions,Centriolar satellite,Centrosome,Cytokinetic bridge,Cytoplasmic bodies,Cytosol,Endoplasmic reticulum,Endosomes,Focal adhesion sites,Golgi apparatus,Intermediate filaments,Lipid droplets,Lysosomes,Microtubules,Midbody,Midbody ring,Mitochondria,Mitotic spindle,Nuclear bodies,Nuclear membrane,Nuclear speckles,Nucleoli,Nucleoli fibrillar center,Nucleoplasm,Peroxisomes,Plasma membrane,Vesicles
ENSP00000373602,0.058883842,0.006515655,0.0197098,0.016857974,0.041688703,0.0535578,0.9834598,0.08790358,0.17650291,0.021040494,0.04647951,0.023739422,0.06100355,0.1468665,0.021622134,0.03957952,0.07428889,0.01947546,0.045706615,0.028237272,0.015609063,0.013786687,0.016342333,0.01314568,0.031223485,0.060152456,0.046650343,0.036339153
ENSP00000253788,0.007984751,0.0053980583,0.0063652336,0.007398575,0.0073091714,0.002290418,0.49169993,0.034781836,0.0033125822,0.0027984814,0.0060156956,0.009968668,0.003075938,0.0035948465,0.005626512,0.008122231,0.0059278696,0.02992298,0.0031686525,0.019119902,0.011789071,0.0066186944,0.48783812,0.019228319,0.38077673,0.0029369383,0.028597848,0.039302114
ENSP00000396234,0.010981154,0.013853125,0.013689133,0.020680435,0.018559696,0.0058852034,0.40547693,0.00780977,0.0086949095,0.0076516806,0.032895964,0.019243484,0.015482173,0.009551107,0.016829718,0.0063487715,0.002747156,0.018119648,0.0036006556,0.06774645,0.01133564,0.038607664,0.047307953,0.027499173,0.19379611,0.0048319777,0.025186768,0.12934731
ENSP00000248378,0.0129927,0.0034387603,0.023982998,0.0045231953,0.024082363,0.0069973883,0.49731004,0.034559306,0.010411378,0.0040971944,0.07540292,0.008846755,0.03719718,0.0115739405,0.010155045,0.014957965,0.01935867,0.0100300135,0.010349926,0.017891042,0.016424265,0.0055717723,0.004053396,0.012887853,0.29063064,0.005970327,0.2520015,0.41037986
ENSP00000325055,0.014805463,0.008476835,0.013849645,0.0023740395,0.015369208,0.0075266254,0.24642107,0.045508064,0.005196104,0.009117811,0.13153666,0.0053705205,0.02061448,0.00648927,0.004229274,0.009675942,0.011171797,0.037500776,0.00543064,0.0085094515,0.018292092,0.0017134695,0.0027572848,0.011043516,0.2028705,0.0065164324,0.60111004,0.2658702
ENSP00000373706,0.033897493,0.014905825,0.0040997453,0.011167114,0.014843429,0.0050569144,0.28883308,0.0139562385,0.004031384,0.025987966,0.014453098,0.015511555,0.0052922494,0.0040929457,0.008181177,0.0037530262,0.0017902494,0.047946975,0.0027447005,0.027274758,0.010482308,0.04817237,0.02150302,0.021399964,0.17722256,0.002773143,0.071092896,0.06086798
ENSP00000246090,0.010581144,0.0055349516,0.011453543,0.005669899,0.011938268,0.0016595063,0.41596478,0.0036804467,0.009047511,0.0034471024,0.0028558301,0.002356543,0.004698873,0.008381105,0.005275739,0.017739179,0.01395594,0.0023169515,0.009791289,0.011420858,0.008759006,0.0052254177,0.0043041343,0.011078757,0.9285072,0.007518723,0.024577873,0.019193096
ENSP00000480583,0.008289042,0.0039137187,0.005634519,0.0044396888,0.007409897,0.00067528937,0.5534051,0.033416986,0.0022702694,0.0024893414,0.023492213,0.0054769926,0.0072973203,0.0024984959,0.004624319,0.0031979221,0.0018181122,0.025206922,0.0013180332,0.008565073,0.012421065,0.008763703,0.015533197,0.008427302,0.11958244,0.0011396634,0.11858313,0.13014756
ENSP00000249883,0.01730444,0.016674543,0.0015073125,0.0062476248,0.003147891,0.0003000376,0.26613858,0.0018387982,0.00097154535,0.009908987,0.024597252,0.0026696525,0.0005157204,0.0012276537,0.0026142816,0.0012005338,0.0002916713,0.008506884,0.000805905,0.009821202,0.005311618,0.007747848,0.0066727344,0.0047560073,0.52194095,0.00023780535,0.06426798,0.039963804
ENSP00000352361,0.005606036,0.007938315,0.0045395,0.001946392,0.005426457,0.001716325,0.07166319,0.01853456,0.0020190799,0.0068926234,0.08337296,0.0055008233,0.008987404,0.0021962037,0.0024390963,0.001752538,0.0015593804,0.012040935,0.0007860457,0.0036724617,0.008520878,0.0055348566,0.00067989517,0.0065573715,0.12562239,0.0005123135,0.1322185,0.610219
ENSP00000421586,0.11459145,0.015629256,0.1410376,0.024192221,0.041829467,0.0716119,0.37334415,0.07060067,0.12178846,0.010423643,0.74667186,0.025124744,0.14664151,0.12738504,0.050058752,0.11520004,0.15842813,0.027083464,0.09043341,0.12686454,0.036284912,0.035232645,0.023818277,0.014849171,0.4603151,0.1505103,0.1044983,0.07382691
ENSP00000335609,0.018500509,0.0097720865,0.0053809173,0.0066915015,0.0042190133,0.0007774468,0.44863582,0.0106032565,0.008121701,0.0032231342,0.116019785,0.0024709047,0.002421101,0.007668055,0.007603522,0.004936442,0.003305036,0.00840849,0.0026669067,0.034172658,0.006209798,0.010510436,0.010823978,0.003221432,0.26336905,0.0016464766,0.035735417,0.253931
ENSP00000298537,0.009173659,0.0057147196,0.005746302,0.011209047,0.00287663,0.0002744533,0.21380784,0.0029916056,0.002752629,0.00534832,0.021840654,0.0071073575,0.0016233793,0.0023151028,0.006913782,0.0006748329,0.0003652831,0.03242482,0.000538238,0.025405586,0.011260889,0.008415224,0.016429044,0.0029913774,0.37468714,0.00044486567,0.06915763,0.13751401
ENSP00000479373,0.07902943,0.010491359,0.068658546,0.021505902,0.02314104,0.029187746,0.49990788,0.048621487,0.06190507,0.007341398,0.51074225,0.014333848,0.06369439,0.06275216,0.026322203,0.055535864,0.059303377,0.01344295,0.03369836,0.052574717,0.030764854,0.027098093,0.035520427,0.010334244,0.5360833,0.05553701,0.059554055,0.031021185
ENSP00000353434,0.00623881,0.006317781,0.0034413112,0.007491454,0.0027878557,0.00020275438,0.55285734,0.0059407307,0.0026547315,0.0011560852,0.03190465,0.0034152132,0.0011578919,0.0027007943,0.0039275233,0.0006196969,0.00039295555,0.005610401,0.00038413948,0.018765545,0.008388766,0.005564906,0.026105585,0.002344061,0.3871196,0.0002158449,0.06599475,0.058764037
ENSP00000365217,0.00911233,0.0023389806,0.0024474463,0.0020186484,0.001687516,0.0015202743,0.08096061,0.00051890267,0.0019154631,0.0024914315,0.0022378438,0.0016694686,0.0016258039,0.0022999526,0.0014188588,0.0048349597,0.0037771577,0.0028090966,0.0022342463,0.008341117,0.008365167,0.002374103,0.024004342,0.007913948,0.9922641,0.0019029354,0.0040435446,0.013332512
ENSP00000479879,0.0058386805,0.003899859,0.0020931624,0.008965694,0.007181207,0.00048749003,0.50911653,0.01093489,0.0008720195,0.0010864792,0.019907583,0.0045056106,0.0026895197,0.0010291376,0.0009924151,0.001025523,0.00044934085,0.0105414055,0.00032921648,0.008518506,0.0041844267,0.0018560606,0.023636026,0.0025842087,0.5847134,0.00030907625,0.034055587,0.016842835
ENSP00000450807,0.065446146,0.0032523007,0.045090895,0.012911528,0.021533247,0.0050316113,0.16893719,0.009034682,0.026756255,0.013421725,0.04498052,0.015223136,0.010441621,0.023066528,0.026639683,0.016026244,0.014817512,0.024923244,0.0121310465,0.013554362,0.021493055,0.020719254,0.027538363,0.005781195,0.783105,0.0065957303,0.14846955,0.35550448
ENSP00000479984,0.03979135,0.021885386,0.076644875,0.030375889,0.050492056,0.004077473,0.9342569,0.017178815,0.049578093,0.0036614756,0.012300585,0.0058837333,0.013279641,0.045285814,0.036940705,0.02220275,0.021970222,0.0076376284,0.02020129,0.037945386,0.028614791,0.008543433,0.0073899115,0.009675445,0.19523533,0.019885402,0.08153954,0.023909668
ENSP00000264790,0.008023911,0.009057163,0.0033840302,0.0074855015,0.0199669,0.0043614954,0.21537633,0.06354643,0.0013954048,0.0038688753,0.07463548,0.01332383,0.012235318,0.0016581024,0.0018367668,0.004027164,0.0014565468,0.050435018,0.0008319663,0.028001707,0.011684318,0.0033269827,0.017593747,0.008888722,0.42301172,0.00074374693,0.05871385,0.12198229
ENSP00000389111,0.023534613,0.008541706,0.028223468,0.0047701895,0.011983909,0.0033025737,0.48598143,0.015897779,0.012418466,0.012095545,0.05553934,0.007291804,0.023528099,0.013059764,0.009623741,0.012577073,0.015510563,0.018142559,0.008527267,0.011030254,0.037185434,0.017979497,0.023524398,0.016269678,0.8232654,0.006081324,0.208892,0.12078539
ENSP00000347810,0.06321581,0.015010633,0.040144455,0.018621264,0.047322553,0.03403708,0.45145497,0.0800764,0.020007063,0.015516864,0.08864727,0.04387146,0.07858317,0.025005197,0.02157278,0.058029104,0.063352995,0.16651775,0.03558073,0.08137606,0.06223761,0.11354271,0.021563426,0.058083516,0.4764169,0.044569142,0.046684504,0.14165199
ENSP00000314783,0.14875898,0.011431211,0.13909937,0.01756291,0.02335892,0.011903651,0.12988332,0.0033240095,0.030698396,0.02292246,0.10436793,0.035003517,0.05421706,0.03188387,0.16457841,0.054686815,0.05780859,0.0060069356,0.042938378,0.04375334,0.031126268,0.014610635,0.0028065513,0.008408958,0.3967643,0.025089685,0.18805668,0.4333577
ENSP00000362085,0.008672388,0.010696691,0.011711147,0.014664323,0.024216032,0.0061589703,0.1543528,0.020562155,0.0066786422,0.006502799,0.054413106,0.024603892,0.013204192,0.007285899,0.010936569,0.006467436,0.0038825844,0.23746514,0.0031870238,0.0861834,0.022085853,0.03943112,0.06662898,0.031904988,0.18564506,0.003112036,0.030721888,0.09012573
ENSP00000479258,0.08213719,0.026800416,0.1072916,0.021503314,0.068787225,0.08616875,0.28539288,0.032672003,0.10344471,0.051610097,0.13272627,0.04535705,0.10234199,0.12159682,0.035827234,0.22570363,0.23803157,0.05082474,0.15572976,0.0637458,0.05290152,0.0363815,0.050245117,0.059078027,0.72277725,0.12506302,0.14217675,0.19139686
ENSP00000494017,0.025720283,0.009159348,0.024720453,0.020780798,0.02528092,0.01003173,0.07034156,0.0040560397,0.028484523,0.015105367,0.038023107,0.030873572,0.024587888,0.029715342,0.033403087,0.064766355,0.045896877,0.030554652,0.025885629,0.060778625,0.010806748,0.02434706,0.0020102991,0.010092907,0.54096174,0.017262548,0.024942797,0.43682772
ENSP00000495141,0.013663373,0.0031977985,0.033226438,0.008185018,0.011352668,0.0055861883,0.970302,0.014373793,0.034819297,0.006625139,0.0029039194,0.008156245,0.012077426,0.034715172,0.025014654,0.01744,0.023540257,0.00535628,0.01761497,0.031517643,0.016835008,0.009650094,0.011940022,0.0059473203,0.12965733,0.013245332,0.16673753,0.021958247
ENSP00000273951,0.021665884,0.00606308,0.0161585,0.0067298226,0.029573243,0.0037880915,0.2513623,0.032990955,0.008797952,0.00395767,0.068350434,0.0058041015,0.010116666,0.008914895,0.014454595,0.010438186,0.012158171,0.034175623,0.007087289,0.019854259,0.020577788,0.0035180415,0.10371901,0.018789448,0.63468254,0.0059190546,0.109469235,0.23954824
ENSP00000268082,0.0253088,0.0212739,0.033121925,0.024914106,0.052995972,0.023284236,0.3392388,0.018750446,0.022755595,0.033131678,0.022018513,0.030776741,0.028710762,0.030098954,0.032798104,0.15457079,0.081365526,0.054413646,0.056381367,0.04074684,0.038291458,0.020365601,0.031123554,0.049990106,0.5858129,0.026305696,0.21282475,0.120606855
ENSP00000273582,0.018126821,0.00645241,0.0051024393,0.0058021285,0.008954663,0.0016546146,0.75306636,0.0030873732,0.010697487,0.005845218,0.03246605,0.002148502,0.0027834256,0.009821501,0.0059359735,0.009455862,0.004376737,0.035270583,0.0057523632,0.010200714,0.0028954437,0.009935748,0.03480348,0.001780096,0.1847028,0.0027459222,0.056418695,0.34994859
ENSP00000343313,0.02317919,0.002333534,0.0095033245,0.0121060535,0.013354438,0.004830351,0.19483978,0.017240131,0.024849666,0.0015730683,0.17819268,0.00976266,0.011170028,0.021461532,0.006541288,0.0032010647,0.001385058,0.054213572,0.0016136873,0.05942207,0.01686336,0.007689273,0.009535593,0.0027693752,0.09980973,0.0014825944,0.044278737,0.2894805
ENSP00000366620,0.013552662,0.009415306,0.031370293,0.0050338763,0.027033595,0.011527263,0.79766494,0.096258536,0.014840875,0.012442114,0.10232838,0.0078279795,0.045941446,0.019411927,0.0075383387,0.024850203,0.03127522,0.023317832,0.0136418985,0.032621976,0.029557962,0.0036422512,0.0032786152,0.01300356,0.4444518,0.02021452,0.22741552,0.022873336
ENSP00000257931,0.13391554,0.07890582,0.09524173,0.051848922,0.027147401,0.017651308,0.08226878,0.13598555,0.09474005,0.027818114,0.025575833,0.07296197,0.07174915,0.10179553,0.10469291,0.06453053,0.073780045,0.032568775,0.046268504,0.017114598,0.031419825,0.1465814,0.0068330034,0.020674933,0.8775656,0.063237876,0.48439378,0.08050401
ENSP00000395505,0.01917405,0.016467758,0.013757097,0.006480046,0.019326113,0.010513986,0.6088801,0.02835616,0.010546845,0.014548776,0.036276586,0.016570615,0.03736185,0.0136431595,0.008287279,0.017183091,0.022974316,0.023054838,0.0123801585,0.02169869,0.02289814,0.0050986134,0.01100669,0.023649452,0.36033794,0.0076911766,0.586444,0.1393464
ENSP00000238688,0.028456679,0.004281164,0.009034488,0.01123298,0.010358313,0.0017971114,0.25521955,0.0027065056,0.007924536,0.0053396663,0.0059538553,0.007263064,0.0053785774,0.008202326,0.0064121266,0.010095804,0.00809861,0.33087245,0.005348277,0.013495049,0.005460715,0.0052561653,0.013787621,0.0053585796,0.846142,0.0055956873,0.011501309,0.008656998
ENSP00000309831,0.0034853881,0.0036206564,0.0037601627,0.0027764041,0.002291743,0.007085194,0.055282947,0.0044774697,0.008080957,0.003913517,0.012857641,0.016263273,0.005388561,0.009841396,0.0062004128,0.0059053814,0.0060283537,0.016013637,0.0036557028,0.048240215,0.037841164,0.0909558,0.024359046,0.03282963,0.5592307,0.0019781322,0.007695248,0.10477759
ENSP00000328973,0.0054767234,0.010396986,0.01839441,0.011735744,0.0099474,0.0010871581,0.11128762,0.041768353,0.006338547,0.0044573992,0.050997842,0.010023856,0.034042142,0.00582706,0.01438154,0.0019396635,0.0021373376,0.07301595,0.0015233853,0.036110014,0.006462469,0.015703727,0.034414977,0.0155645,0.4710225,0.003561202,0.067633115,0.14134476
ENSP00000343671,0.008118247,0.026495239,0.030424446,0.019761143,0.028414225,0.0023705554,0.46350253,0.018265892,0.0048577776,0.006968729,0.019969767,0.023495216,0.02122532,0.0051892875,0.026968295,0.0053858305,0.0013786008,0.06812027,0.004696212,0.043321107,0.015098237,0.024520593,0.029028405,0.033814482,0.022702888,0.0060349912,0.1965866,0.06874793
ENSP00000335281,0.023735465,0.013754741,0.042067315,0.016781028,0.02924951,0.014955876,0.2067124,0.06400297,0.015696397,0.015989717,0.03402241,0.026473554,0.057945285,0.01924125,0.015488649,0.04805638,0.046097334,0.039993707,0.02388099,0.031172764,0.05825212,0.10582954,0.054087047,0.055276815,0.8410809,0.03391824,0.027445091,0.1739629
ENSP00000355649,0.054716256,0.0059605474,0.056139015,0.019806528,0.02856657,0.02886274,0.029798063,0.014330308,0.07032061,0.012455048,0.033990525,0.028434351,0.030056585,0.07770006,0.048370007,0.17816864,0.1450171,0.09739307,0.08604428,0.10247184,0.035719078,0.03761336,0.065800086,0.035224587,0.92438805,0.054423533,0.013825541,0.074281044
ENSP00000267115,0.009084122,0.0077398573,0.035481825,0.016612703,0.06376009,0.033100996,0.3077031,0.037601706,0.04632447,0.013194165,0.05911371,0.014296878,0.05736058,0.050578237,0.026241751,0.039109405,0.07068915,0.09124585,0.038987137,0.028303273,0.040073514,0.010492615,0.059291616,0.021029893,0.77407056,0.031468567,0.17378958,0.1528187
ENSP00000417035,0.021368707,0.01380849,0.019030213,0.014906146,0.010392792,0.0048807757,0.3183474,0.023789883,0.0064350655,0.0119382795,0.13987736,0.023305424,0.023433432,0.007106002,0.023237374,0.0035952134,0.0021563156,0.11138537,0.002630392,0.060475174,0.022399323,0.075263806,0.033041928,0.030205887,0.11572667,0.0032858055,0.085965656,0.08004369
ENSP00000410992,0.0050767283,0.009397455,0.016519822,0.007016399,0.016311985,0.0030778132,0.124680035,0.051179245,0.003258662,0.006989772,0.17588712,0.014243558,0.028345304,0.0033298142,0.012465536,0.0020327559,0.0019056632,0.42816928,0.0014194326,0.024567313,0.018244764,0.013294803,0.031991012,0.013600866,0.2413614,0.0031583256,0.03797669,0.2526373
ENSP00000500934,0.0055373693,0.007763254,0.037571225,0.0055698412,0.025885303,0.0022673365,0.83374304,0.00570113,0.040150102,0.0042235707,0.0045573018,0.006305017,0.02632806,0.03959592,0.016628807,0.015769174,0.025535444,0.011782002,0.016245494,0.010322728,0.007911884,0.0015525635,0.012304398,0.008709512,0.8130422,0.01581921,0.1349229,0.010955621
ENSP00000263577,0.006833984,0.0038459091,0.017049981,0.001923937,0.0094322115,0.0024064607,0.30024424,0.0069961743,0.005442617,0.010470553,0.07161852,0.0038270284,0.024290707,0.0062942966,0.004475235,0.007908297,0.008536132,0.00400722,0.005439348,0.011039525,0.006043233,0.0019200565,0.0008576041,0.0097810505,0.31855458,0.0046368497,0.48898038,0.4995124
ENSP00000228289,0.0075379647,0.0075956006,0.00798562,0.01386198,0.0030896885,0.0001298554,0.13550577,0.012790889,0.0014341499,0.0027829586,0.05086091,0.004524157,0.0023950564,0.0013637278,0.007303911,0.00026233614,0.00014558574,0.020535741,0.00022539492,0.010124025,0.0040969076,0.021011023,0.0177401,0.0043831486,0.45368493,0.0002935936,0.06559083,0.1651359
ENSP00000484281,0.023007171,0.006029342,0.009493152,0.00682885,0.01706502,0.0023554792,0.49907938,0.023211539,0.010113752,0.0028703532,0.08409857,0.006359272,0.008691979,0.010407284,0.009959854,0.006514836,0.0051445235,0.011444933,0.0029983607,0.022971116,0.016173603,0.0087344535,0.009831631,0.009917941,0.61121416,0.0020456777,0.013414986,0.11502412
ENSP00000468007,0.07721655,0.016541025,0.026266677,0.010720262,0.026359381,0.028807499,0.39031386,0.005322434,0.038853124,0.02411063,0.017389636,0.012273921,0.034274988,0.046754945,0.0101448335,0.11452287,0.14210334,0.006523216,0.06636864,0.031079045,0.011987109,0.006079071,0.03324753,0.02556032,0.9306431,0.06388596,0.11415354,0.004305481
ENSP00000339952,0.011838069,0.012237063,0.0048850626,0.010022951,0.01382446,0.002676043,0.68770605,0.009454203,0.007176572,0.01678214,0.013959167,0.005226614,0.0028462212,0.0075574564,0.007317248,0.007971174,0.006284498,0.005685555,0.0053035445,0.024184477,0.006614619,0.005143047,0.011718214,0.0061837956,0.3559676,0.0035957762,0.22926089,0.07684681
ENSP00000496832,0.05274987,0.006942802,0.0108541045,0.012253739,0.012068331,0.0051843207,0.7030485,0.015126774,0.0124866795,0.022178458,0.02334766,0.016306214,0.007938311,0.013507694,0.005688755,0.015628055,0.014441533,0.018132068,0.010403661,0.030407127,0.015902556,0.010677785,0.014191945,0.011969174,0.2948436,0.009211842,0.26567695,0.060946662
ENSP00000337853,0.017579049,0.0070532924,0.0040719453,0.013527533,0.0031194154,0.0007614341,0.13416682,0.0082940785,0.0021466354,0.010691939,0.063098386,0.009879294,0.002700291,0.0021552434,0.0080368845,0.0009340316,0.00027580958,0.012548062,0.00054910115,0.016132709,0.0128166415,0.0132324165,0.0028190452,0.0023930883,0.3104211,0.0003882745,0.063017376,0.20806494
ENSP00000474279,0.14135593,0.038847808,0.21425413,0.032943297,0.07810455,0.110016234,0.30846056,0.015222185,0.14254183,0.05668639,0.054029208,0.05248992,0.15124658,0.18240581,0.09885711,0.33895457,0.3886681,0.021620886,0.28998476,0.05587451,0.09192649,0.056294408,0.023292197,0.09756768,0.9135507,0.20729919,0.07093767,0.13878934
ENSP00000328382,0.023418542,0.013958301,0.0105223665,0.018809186,0.014799796,0.0019347374,0.33232927,0.006470514,0.004009018,0.009184823,0.07874234,0.009182136,0.0049265656,0.0036507784,0.013893194,0.0043277354,0.0017083788,0.070982166,0.0025390435,0.056510936,0.012818395,0.0053975126,0.006687437,0.009820752,0.15104604,0.0018240918,0.28867042,0.13731052
ENSP00000403130,0.016280606,0.016293388,0.02481963,0.023367075,0.03129338,0.008881524,0.2418547,0.024118695,0.013652186,0.0020964844,0.13217355,0.041513577,0.020203618,0.015928525,0.012200811,0.009841086,0.010537103,0.12531583,0.0061517083,0.06525156,0.036758073,0.045062914,0.085139826,0.0364238,0.36413455,0.009023522,0.010771404,0.18344615
ENSP00000321724,0.07806847,0.008900454,0.091481104,0.03088737,0.030416828,0.04248552,0.4318309,0.024596382,0.04074925,0.021229144,0.061287533,0.02897329,0.048657272,0.05002213,0.017002178,0.13781305,0.15245855,0.041314084,0.0927507,0.03207803,0.024928397,0.010778248,0.0070643495,0.04925182,0.84357446,0.1018944,0.19849393,0.09888943
ENSP00000229003,0.010337422,0.004336035,0.0045803683,0.007959058,0.019802237,0.012084028,0.20752068,0.012406338,0.01132693,0.007207189,0.009232158,0.009095062,0.013598539,0.012793755,0.0034980886,0.0248592,0.012531995,0.017358165,0.006883059,0.019591404,0.0050616064,0.002752956,0.028485365,0.013797828,0.94288445,0.004123297,0.028986847,0.010778047
ENSP00000258187,0.033856545,0.011163277,0.015335013,0.007506636,0.019165514,0.0018195963,0.546255,0.009005941,0.020091053,0.005691338,0.062831916,0.0049756807,0.004242933,0.018791268,0.0075971,0.0078167515,0.0069321967,0.026677174,0.004254533,0.013741386,0.018178532,0.0047015045,0.0030694911,0.0075066686,0.5146013,0.004186634,0.06555048,0.06513917
ENSP00000354732,0.15154123,0.039544128,0.13259937,0.02840771,0.06101892,0.0154481325,0.3971317,0.01782045,0.11594246,0.008476866,0.042524505,0.06047727,0.02030238,0.12593271,0.043294262,0.12685303,0.12808919,0.153994,0.0810901,0.027142605,0.08597587,0.07649494,0.015881505,0.025381645,0.46031156,0.075567044,0.10050385,0.3223682
ENSP00000394282,0.1561963,0.0060842913,0.049473148,0.01915419,0.05073783,0.06387103,0.4024944,0.044724777,0.054800153,0.04093836,0.03808821,0.024694135,0.060097992,0.06293366,0.028864587,0.14952585,0.14641343,0.1384635,0.08867133,0.040635195,0.05840702,0.0302158,0.054707028,0.040860955,0.6306655,0.07895577,0.105682954,0.23310398
ENSP00000280876,0.070344664,0.01087198,0.06704166,0.007547672,0.07281769,0.06703782,0.3590454,0.12614027,0.069961324,0.03921595,0.22598165,0.037704095,0.06429805,0.08293741,0.023615008,0.17632937,0.19718622,0.65361977,0.117675535,0.059004266,0.037242226,0.009856359,0.027531955,0.034111362,0.1854768,0.10557795,0.26413673,0.051791545
ENSP00000479444,0.14981684,0.022937994,0.11367592,0.034560032,0.057059944,0.041693307,0.49887386,0.061326675,0.09377441,0.021763898,0.06921528,0.053088926,0.09531088,0.10266503,0.07261741,0.11120774,0.16107015,0.04135367,0.09221748,0.043912463,0.079617366,0.054868028,0.022277165,0.036457438,0.6552257,0.09803283,0.070000455,0.28612712
ENSP00000256452,0.09447536,0.012729151,0.18295221,0.017807437,0.18124641,0.13217358,0.33163375,0.07702173,0.10302814,0.02488767,0.20273365,0.019950138,0.13205948,0.12029641,0.070961505,0.23471159,0.40252942,0.02653891,0.27360633,0.06010455,0.02790839,0.02074108,0.0055254665,0.030179203,0.26594993,0.17581283,0.039914485,0.93137777
ENSP00000381182,0.14948794,0.030891862,0.10490804,0.025918897,0.085217394,0.104313396,0.62841606,0.017319346,0.08149017,0.051631738,0.05512364,0.044456374,0.16069072,0.10472222,0.05469316,0.2424177,0.29299238,0.010826358,0.18969965,0.067898355,0.016791224,0.022056837,0.0036431039,0.061665025,0.24928199,0.14166182,0.14412762,0.4479201
ENSP00000357841,0.015246702,0.009170112,0.0105550755,0.016521035,0.014592261,0.0014477095,0.1558586,0.015382992,0.011045434,0.006070688,0.042586986,0.00653543,0.01012754,0.010301368,0.015308938,0.0019948622,0.0013654638,0.017928509,0.002906521,0.05646313,0.014766038,0.023439722,0.031259302,0.009340859,0.10887469,0.0018025559,0.029757801,0.34191677
ENSP00000338082,0.0251095,0.0055974913,0.01825538,0.009883938,0.021929523,0.0022901723,0.59637827,0.01911837,0.019370627,0.0070169144,0.01281477,0.022404779,0.012813469,0.01815587,0.02411777,0.0077731893,0.007990987,0.09619066,0.006798109,0.034805886,0.035456687,0.016820837,0.016834486,0.004938556,0.21395382,0.0039069206,0.35416996,0.2566154
ENSP00000342581,0.008077887,0.008792944,0.010496689,0.015514823,0.0067056706,0.0011325158,0.14111753,0.0043766783,0.0013571966,0.010323954,0.012185008,0.011887756,0.0036914528,0.0015557413,0.010810906,0.0023806007,0.0011234705,0.02776688,0.0024475781,0.07949897,0.012980513,0.013554937,0.012919185,0.017859165,0.15201436,0.0017281135,0.057405785,0.094114006
ENSP00000224756,0.013283295,0.006407908,0.00086690305,0.0037458001,0.0021667907,0.0005346163,0.7127708,0.003423181,0.00084204855,0.0035936232,0.014019816,0.0015998137,0.0006520843,0.00090549863,0.0016337258,0.0011413862,0.0004618433,0.010612518,0.00048364792,0.011126649,0.002256527,0.004787311,0.045897316,0.0021048547,0.25367078,0.00025054978,0.033982527,0.031197615
ENSP00000360697,0.02538679,0.012673286,0.025420953,0.005596501,0.015276394,0.008374274,0.6094815,0.020026518,0.062837616,0.014578164,0.17006047,0.007630595,0.019159539,0.063378096,0.009923357,0.01382156,0.017563848,0.04832846,0.010400378,0.011852212,0.030946279,0.006146411,0.013119241,0.006901796,0.31287748,0.020187102,0.068793446,0.31876224
ENSP00000420949,0.0068156947,0.018104302,0.008984872,0.010720855,0.012366995,0.0036222036,0.22640006,0.024599122,0.0035144635,0.0037916626,0.11022719,0.013175877,0.009691288,0.0042906264,0.0067989454,0.008973153,0.0032766776,0.010506193,0.0019042452,0.017119994,0.016522218,0.009427211,0.093252696,0.043352064,0.5367808,0.0025667846,0.026486814,0.082881406
ENSP00000386302,0.0066509303,0.025780493,0.008783029,0.016946403,0.008201727,0.00430372,0.119627416,0.018640568,0.0059648748,0.005399688,0.030503215,0.019906169,0.013114281,0.007093845,0.009507789,0.003946909,0.0022556956,0.035635646,0.0021771973,0.099209495,0.021884,0.070526026,0.0330883,0.034543753,0.22142237,0.0029360882,0.04172337,0.10130588
ENSP00000288513,0.009668034,0.008557949,0.019907083,0.0077266265,0.010760178,0.0034654108,0.46325245,0.1292289,0.018217007,0.001636976,0.18493234,0.010806,0.03307953,0.019423796,0.0150322495,0.0057024835,0.007505076,0.050861977,0.003692791,0.019440806,0.025393328,0.014458041,0.009891926,0.0068054586,0.14832492,0.006261821,0.12881035,0.2099524
ENSP00000273854,0.008500319,0.0054790457,0.015897356,0.0034510673,0.012993753,0.002103521,0.60131246,0.023494264,0.02489605,0.0057398854,0.06191796,0.00355505,0.013271595,0.025553163,0.0045007034,0.0086041605,0.0096668545,0.008588822,0.005699284,0.005579906,0.02060994,0.00094371143,0.004238945,0.0052991766,0.7012077,0.005904086,0.3700953,0.2817238
ENSP00000270451,0.029365074,0.0122209815,0.012883257,0.01684306,0.008999355,0.0012988766,0.4874538,0.0034104723,0.007523142,0.007911213,0.00328057,0.017232735,0.0032766026,0.008564092,0.010320997,0.010345771,0.0078018564,0.056173343,0.0066312645,0.035009973,0.02533984,0.04528234,0.015206805,0.0128054125,0.72351605,0.0047602546,0.03102293,0.0061709904
ENSP00000401498,0.05254488,0.017634753,0.022372473,0.010679618,0.026248235,0.007831668,0.50704986,0.05184237,0.018931296,0.010869545,0.01677717,0.035295617,0.017155714,0.022440873,0.025548292,0.03506322,0.03908222,0.027526213,0.021465912,0.039715976,0.079293355,0.058597296,0.04758571,0.04186111,0.35934082,0.016399989,0.31555068,0.20372741
ENSP00000358146,0.023951296,0.0028889314,0.029942974,0.0076341913,0.03582861,0.007939053,0.38942486,0.004655433,0.027519034,0.01715929,0.025888983,0.013635088,0.02778909,0.027417786,0.00575196,0.026934944,0.039101794,0.48996666,0.021356905,0.027274534,0.009621712,0.0069976887,0.016138373,0.022593608,0.6553499,0.029143458,0.13685665,0.021722965
